sent1,sent2,is_duplicate
"Die Pinsel sind an sich super. Allerdings stinken sie so dolle, dass mir echt die Freude daran vergangen ist. Nach mehrmaligem Waschen verfliegt der Geruch auch nicht UND die Pinsel verlieren Haare. Das finde ich sehr schade... Das einzige, was jetzt nicht mehr stinkt ist die Aufbewahrungsbox, die tatsächlich zum Reisen ganz praktisch sein könnte.",Supertolle Tapete. Sieht aus wie echt Daumen hoch und noch eine bestellt,0
"Geht nicht...,......... ...,.. ..... ...... ....... ...... ...... .... . .. .... .., .... ..... .... ... ...., ... .","Es war quasi Liebe auf den ersten Blick (oder besser gesagt auf die erste Anprobe). Ich bin absolut begeistert vom tollen Schnitt dieser Tunika. Sie sitzt oben etwas lockerer, was mir durchaus gefällt, und macht eine schöne Taille. Außerdem lässt sie sich super mit einer Leggings kombinieren. Absolute Kaufempfehlung!",0
Meine Hündin hat das zecken Schild genommen und bekommt trotzdem zecken,Leider läuft die Flasche ( im Liegen ) aus,1
Diese Artikel hat mich sehr enttäuscht!!!!! Ich habe jetzt ganz gedrückte Stimmung. Leider gibt es keinen Ton auf linkem Hörer,"Wir haben uns lange überlegt, ob wir uns das Massagegerät kaufen sollen, da wir unsere Zweifel hatten. Doch wir bereuen es nicht. Anfangs war es für die Füße ungewohnt und es tat auch auf der leichtesten Stufe weh. Mittlerweile ist es nur noch angenehm. Die Lautstärke ist kaum hörbar. Wir hätten uns eine Rotation an den Fußsohlen gewünscht, damit nicht immer die gleichen Stellen massiert werden.",0
"Bei der Canon EOS 350 ist es mir schon öfters vorgekommen, dass mir die Augenmuschel komplett abgefallen ist. Diese hält zwar besser als das Original an der Kamera, aber leider löst bei diesem Modell sich das Gummipolster von der Augenmuschel. Ich habe es wieder angeklebt, bevor es ganz abgerissen ist. Ich würde sagen eine preisgünstige Alternative, die aber leider nicht so haltbar ist wie das Original.","zügige Lieferung, wie gewohnt ausgepackt, angeschlossen, ausprobiert das Teil sieht gut aus, ist halt mal was anderes, eigentlich kann da nicht viel kaputt gehen der Preis ist allerdings schon bemerkenswert, wenn man sich das Ding mal näher betrachtet großes Problem dagegen ist der Aufstellort: sobald etwas Wind geht, rennt man den Tropfen hinterher, mit einer Dusche hat das wenig zu tun",1
"Die manuellen Fugenreiniger (Drahtbürste mit Besenstiel) laufen nach unten konisch zu. Warum man diese Variante nicht hier angewendet hat, ist nicht nachzuvollziehen!! Und das im High-Tech-Alter !!","das Produkt ist leider unhandlich und überhaupt nicht ergonomisch, die Bauweise macht keinen soliden Eindruck, habe das Teil trotz Rücksendegebühren wieder zurück geschickt",1
Produkt war bis auf den Akku ok. Dieser hat sich zu schnell entladen und ging von 50% plötzlich auf Null und umgekehrt.,Preist ist ganz gut. Sieht toll aus. Ist sehr gut verarbeitet und kam sehr gut verpackt und schnell an. Besser als ich gedacht habe.,0
"Die Saugkraft ist in drei Stufen zu regeln. Die Saugkraft ist auch nicht schlecht, allerdings lösen sich nur sehr wenige Hautunreinheiten.","Paket ist noch gar nicht angekommen, obwohl der 12te Dezember angegeben war. also kann ich noch nichts zu dazu sagen wie die Decke ist.",1
"Leider ist das Regal aus viel zu dünnem Blech gefertigt. Eigentlich hätte ich es zurück geschickt, doch ich brauchte es dringend. Hatte gleichzeitig ein zweites Regal von einem anderen Lieferanten bestellt, was von der Qualität meinen Vorstellungen entspricht.","Alles fast OK. Verpackung innen war etwas beschädigt an der Ecke, gerissen? Warscheinlich vor dem sie gefallen war. Leider etwas dunkles Papier, nicht genügend weises Papier.",0
Nach einer Woche hat sich meine Handyhülle von alleine aufgelöst:( Sehr entäuschend.,Ich bin ganz begeistern von dem Design. Die Drehfunktion macht richtig was her und alles ist auf einem Platz untergebracht. Kam bei unserer Party ziemlich gut an.,0
"Hallo, also, leider noch ein Beispiel von billigen Waren aus ""far far away"". Ein USB-Anschluss funktioniert nicht, also ist nutzlos. Ich habe aber die Dose bereits verbaut, und zwar sehr aufwendig, daher muss ich jetzt damit leben. Ärgerlich.","genau so habe ich mir den Gummi gewünscht. Ich verwende ihn um meinen Rollstuhl im Auto zu befestigen, dazu ist er perfekt. Er ist stabil, d.h. nicht zu leicht dehnbar, er ist ganz leicht verstellbar und daher flexibel und universell einsetzbar... für mich ideal. Ich habe ihn jetzt 3 Monate in Verwendung.",0
"Wurde als Fälschung beim deutschen Zoll in Hamburg beschlagnahmt und zerstört. Auf mehrmaliger Anfrage beim Lieferanten, nie eine Reaktion darauf bekommen und das Geld auch nicht ersetzt bekommen!!!!","Das Preis-Leistungsverhältnis ist schwer zu toppen, da es bei diesem preisgünstigen Laken nur sehr wenig zu bemängeln gibt. Die Größe ist mit 140-160 cm recht universell und somit natürlich für mein 1,40 m breites Bett etwas zu groß. Allerdings könnte es ein Stück länger sein, da es oben unten schon spannt, was aber auch an meiner dickeren Matratze liegen könnte. Die Farbe ist sehr schön, der Stoff wirkt nicht billig und das Laken ist auch nicht durchsichtig.",0
"Glas klebt absolut nicht!! Luftblasen können nicht entfernt werden! Kleber ist viel zu schwach! Bin sehr enttäuscht, werde die Gläser zurück schicken.","Ich habe mir einen neuen Kindle gegönnt und daraufhin geschaut, was es für kostenlose und günstige Bücher dafür gibt. Diese habe ich dann abgespeichert und werde im nächsten Urlaub darauf zurückgreifen. Buch habe ich bisher noch keines gelesen.",0
"Prinzipiell ist das Spiel gut aufgebaut. Trotzdem kann es mich nicht zu 100% überzeugen. Für ab und an ein wenig daddeln, ist es aber vollkommen in Ordnung.","Das Produkt an sich ich ganz okay, allerdings nicht unter einem Jahr. Da die Fläche zum kauen doch viel zu groß ist für den kleinen Mund. Wir haben ihn geholt als unser Sohn 7 Monate war und er konnte ihn zwecks der Größe nicht nutzen. Jetzt mit 12 Monaten haben wir ihn wieder raus gesucht und er kann ihn verwenden. Hat auch noch nichts auf beißen können mit seinen schon paar vorhandenen Zähnen. Und wenn er im Kühlschrank war, beruhig es ihn sehr.",0
"Diese Kombination gefällt mir sehr gut. Angenehmer Stoff, keine Probleme mit der Lieferung und top Preis. Würde ich definitiv weiter empfehlen. :D",Für meine Ansprüche ist dieses Messgerät ausreichend. Nur ein Profi benötigt stärkere Geräte. So weiß ich auch als Laie einen Leitfaden.,1
Habe ein gebogenes Nasenpiercing statt dem Stecker bekommen.,"Ich bin vollkommen zufrieden mit der Folie, die Beschreibung ist klar und deutlich und die Folie ist leicht anzubringen. Hält super und schützt das Display perfekt vor Kratzer und Bruchschäden ich bin begeistert von der Folie und kann sie wärmstens empfehlen.",0
Der Versand dauert lange und bei mir kam hinzu dass der Artikel dann sogar noch später als im angegebenen Lieferzeitraum geliefert wurde. Dadurch kam er zu spät für mich und war für mich unbrauchbar. Für die Rücksendung musste ich 7€ selbst bezahlen. Kann diesen Anbieter auf keinen Fall empfehlen.,"Hatte noch nie Probleme mit Deo Sticks, aber dieser brennt sehr stark und lange auf der Haut. - sehr unangenehm! Obwohl ich das Aftershave von TABAC benutze (welches wirklich hervorragend ist), ist der Geruch hier sehr befremdlich und riecht ein wenig seltsam nach Kölnisch Wasser. Für mich ist das leider nichts.",1
Mein produkt wurde angeblich zugestellt. Aber habe es nie erhalten. Bitte tretten sie mit.mir in kontakt.,"Wir haben bis auf die Grabkammer des Pharao alle Teile gespielt. Es waren viele Fälle dabei die uns sehr gut gefallen haben. Doch hier ist uns die Lust nach ca. 2 Std. vergangen, sodass wir nicht bis zum Ende gespielt haben. Es hat uns keinen Spaß mehr gemacht. Der bisher schlechteste Teil der Reihe. Natürlich ist jedes Empfinden anders, deshalb sollte jeder selbst ausprobieren ob es ihm gefällt. Wir fanden die Rätsel nur schwer lösbar.",1
Ich wollte Verpackungsmüll sparen und hab aufgrund der Papierschachtel mehr Geld für das Produkt ausgegeben. Leider ist die Papierschachtel mit Plastik verpackt und die beiden Seifen jeweils auch nochmal. Sehr schade. Zu dem Produkt an sich kann ich noch nichts sagen.,"Ich habe das Produkt nochmals gekauft, weil ich damals davon überzeugt war und meine Wimpern wirklich länger wurden . Aber diesmal kann ich gar nicht auf die Veränderung warten , da das Produkt nach ein paar mal auftragen leer war. Und nein, es ist nicht ausgelaufen oder sonstiges. Habe es wie damals täglich morgens u abends auftragen , aber nach 2 Wochen war es leer. Bin etwas enttäuscht darüber...",1
Möchte den Artikel zurücksenden da fehl kauf,Lieferung erfolgte superschnell und der Ständer war gut in einem überraschend kleinen Paket verpackt. Der TV Ständer ist sehr stabil und passt bei meinem Sony Bravia einwandfrei. Ich bin höchst zufrieden mit der Verpackung und den mitgelieferten Schrauben. Da man je nach schrauben tiefe und dicke die mitgelieferten distanz-ringe benutzen kann.,0
Ich vermisse eine DEUTSCHE Bedienungsanleitung. Dies sollte bei in Deutschland verkauften Artikeln Standard sein! Daher ziehe ich einen Stern ab.,nan,0
Lieferung just in time. Die Maschine entspricht meinen Erwartungen. Bin daher sehr zufrieden.,"Meine Tochter hatte die Badekugeln im Drogeriemarkt entdeckt und mitgenommen. Sie hatte so viel Spaß daran, dass wir direkt übers Internet zwei Packungen mit je drei Kugeln geordert haben (wir kommen nicht so oft zum Drogeriemarkt). Als das Paket ankam konnte man direkt den intensiven Geruch der Kugeln wahrnehmen (was im Drogeriemarkt nicht der Fall war). Beim Öffnen der Packungen musste ich feststellen: vier der Kugeln sehen in Ordnung aus, eine ist in der Folie zerbröselt und bei einer hat sich sogar die Folie geöffnet und der Badezusatz hat sich in Form von Sand in der gesamten Tüte, in der die Pappboxen zusätzlich gepackt waren, verteilt. Damit erklärte sich auch der intensive Geruch Daher mein Tipp: lieber in einem Drogeriemarkt kaufen. Spaß haben die Kinder damit auf jeden Fall!",1
Habe das Produkt noch nicht erhalten. Termin überschritten und keine Nachricht. Was soll ich davon halten und dann werde ich noch nach einer Bewertung gefragt da weiß man doch wie die ausfallen muss.,"Die Ware ist nicht erschienen. Der eigentliche Liefertermin wurde um zwei Wochen verschoben, jedoch kam die Ware zu dem neunen Zeitpunkt auch nicht an. Demzufolge habe ich die Bestellung storniert.",1
"Das Laufrad ist bei uns nicht mehr wegzudenken. Man kann Bremsen, Sattelhöhe etc. nach Belieben verstellen und es wächst sozusagen mit. Qualitativ sehr hochwertig.","Die Klangqualität dieser Kopfhörer kann nicht überzeugen. Die Höhen sind völlig übersteuert. Dadurch klingen Stimmen besonders ""s"" Laute anstrengend. Die Mitten sind mir persönlich zu leise, der Bass hingegen gefällt, da nicht übertrieben in den Vordergrund gedrängt. Für unterwegs im Zug brauchbar, Schall von außen wird ausreichend gedämmt. Viel kann man für den Preis von rund 13€ nicht erwarten, die Verarbeitung macht soweit einen guten Eindruck. Bedingt der schlechten Höhenwiedergabe nur bedingt empfehlenswert, vom Klang erinnern sie eher an 3€ Kopfhörer aus einem Ramschladen.",0
Nach den vorherigen Büchern hatte ich mir mehr erwartet. Das Buch wirkt unmotiviert geschrieben und ist mit 100 Seiten für den Preis ziemlich überteuert. Die Kapitel sind extrem kurz und es fehlt einfach der nette Humor der vorangegangenen Bücher. Sehr entteuschend!,"Die Töpfe kamen beschädigt an, da die Beschichtung während des Transports abgerieben wurde. Die Töpfe sind äußerlich gut verarbeitet, jedoch gibt es durch die Nieten an der Innenseite und undichte Spalten in der Deckeln Stellen, welche sich nicht gut reinigen oder trocknen lassen und wo sich auf Dauer Dreck absetzen wird. Die Töpfe (alle) klappern / rascheln im Boden. Dieser ist wohl hohl und Metallreste sind darin lose. Der Verkäufer hat nicht reagiert und Amazon musste einspringen. Das war top von Amazon.",1
"Der Wecker ist formschön, hat einen tollen Klang/Sound für einen Wecker und das Display hat mir sowohl bei Tag und in der Nacht gut gefallen. Der Lichtring ist super und macht ein angenehmes Licht. Die Weckzeiten lassen sich gut einstellen. Auch ohne Bedienungsanleitung einfach zu bedienen....ABER....der morgendliche Kampf beim Ausstellen des Alarms hat mich sehr gestört. Kein! definierten Tastendruck und aus ist er. Die Knöpfe sind gummiert und sehr flach und schwer zu finden, da sie sich auf der Rückseite befinden. Das umständliche Ausstellen des Radiowecker am Morgen hat mich veranlasst den Wecker wieder zurück zu schicken. Das hat uns für den Preis keinen Spaß gemacht.","Top, und vor allem, habe ich sie nächsten Tag bekommen.",0
Nach nur wenigen Monaten Benutzung haben sich beide Seiten des Tragegurtes gelöst.... Und der Verkäufer weigerte sich die Tasche zu reparieren oder zu erstatten... schade... aber so nicht nochmal.,Genau passend für das E-Ticket. Ich hab es vor der Reise ohne Stress vorbereiten können. Hält einiges aus.,0
"Der Produktname ""Greenclick"" taucht nirgends auf. Grund für den Kauf war eigentlich eine Greenclick-Bewertung im Netz. Kratzer und Dreck wie abgebildet. Ich habe nur 2 Packungen aus dem 5er Pack ausgepackt. Egal wie der Rest aussieht, hat sich der Kauf erledigt.","Leider war es bei der ersten Nutzung direkt defekt. Hatte es mir für einen möglichen Einsatz in die Scheune gelegt. Vor 3 Tagen ausgepackt und gemerkt, dass das Gewinde nicht hält. Mangel reklamiert und erfahren, dass es nicht umgetauscht wird. Händler schlecht und das Produkt noch schlechter.",1
"Aufgrund der vielen positiven Bewertungen habe ich mich für dieses Schutzglas entschieden. Nachdem ich das erste Glas, wie in der Anleitung beschrieben, angebracht hatte dachte ich mir, dass das ja super funktioniert und toll aussieht. Aber schon nach ca. 30 min hat es sich wieder an den Seiten gelöst (Das ganze Glas klebt nur an einem ca. 2mm dünnen Klebestreifen rund um den Rand). An manchen Stellen ist es schwer zu tippen und man muss das Glas richtig an den Bildschirm drücken, damit eine Reaktion kommt. Das nervt auf Dauer und somit ist das Glas für mein Galaxy S 7 leider absolut unbrauchbar. Habe es dann auch noch mit dem 2. Glas probiert und es ist genau das gleiche passiert. Ob das bei mir ein Einzelfall war oder nicht, kann ich nicht sagen, aber ich würde trotzdem abraten dieses Produkt zu kaufen.",Artikel gefällt mir sehr gut.Ist wie beschrieben ausgefallen.,0
"Mit diesen Pflastern schlafe ich länger und tiefer und meine Füße sind länger frisch! Warum ich keine volle Sterne gebe: bei einer Packung hat die Beschreibung völlig gefehlt, bei der anderen Packung war ein Rechtschreibfehler drin. Da ich es als Weihnachtsgeschenk bestellt hatte, habe ich eine Beschreibung selbst aus dem Internet dazugeschrieben.","allerdings 1 Stern Abzug, da das Material etwas dichter sein könnte.",1
Super fieberthermometer. Das messen geht richtig schnell! Sieht auch super süß aus,"Am Anfang alles ok, aber nach ca. 3 Monaten verfärbt sich die Schnalle sehr unansehnlich, sodass der Gürtel leider nicht mehr getragen werden kann.",0
Kette sieht wunderschön aus.. Hält aber nichts aus.. Meine Mutter hat sich nur gekratzt und ist mit dem FINGERNAGEL hängen geblieben und ist schlussendlich abgerissen.. Bin enttäuscht über die Qualität.. Hätte mir mehr erhofft...,"Produkt wurde wie gewohnt raschest und pünktlich geliefert. Farbe der Bank ist ein helles Grau , angenehmer Sitzwinkel , Zusammenbau würde ohne Hilfe einfachst in 10 Minuten gelingen , Bank ist optisch wirklich gelungen und wirkt teurer als der originale Kaufpreis. ABER : Möglicherweise mindere Holzqualität ? Einige kurze Risse im Holz , in der Rückenlehne ein xx-Zentimeter langer , unter anderem auch zwischen den ( passgenauen ) Montagelöchern. Schade eigentlich , vielleicht hatte ich mit einer Montag-Bank nur Pech , geht ob der Risse zurück.",1
